epoch,loss,lr,val_loss
0,0.069753455741040277,0.01,0.040869230996666617
1,0.03870521750667192,0.01,0.027183313547186769
2,0.036284876632035813,0.01,0.030249997462022168
3,0.034353418975551692,0.01,0.025863883203982963
4,0.033011291219147643,0.01,0.032135604616965172
5,0.032857754456170035,0.01,0.026135898238274058
6,0.031088823269557402,0.01,0.024443958600649254
7,0.029625177867925925,0.01,0.021006975872065292
8,0.030770708306159588,0.01,0.024554737407520327
9,0.028342853101088823,0.01,0.019924213582208392
10,0.028422266104920751,0.01,0.021117708005140283
11,0.026983372856340657,0.01,0.037823872080858731
12,0.025163920520874808,0.01,0.017130854771057993
13,0.021165626102014085,0.01,0.025492013340568265
14,0.019673889675150717,0.01,0.032969535640683133
15,0.019952394897279711,0.01,0.04161088415179294
16,0.019931298266084207,0.01,0.014068525919766095
17,0.018583487374761891,0.01,0.015828348728532046
18,0.018780848668145306,0.01,0.021114975510089729
19,0.018478552902365008,0.01,0.029872332653838259
20,0.018603850306803092,0.01,0.016947431231423608
21,0.019089420686739716,0.01,0.013889516090080573
22,0.017339021742688438,0.01,0.017416518216554312
23,0.018008303715486746,0.01,0.017438851479936197
24,0.016876328833444271,0.01,0.013022616085720201
25,0.01699345789289888,0.01,0.01287358137913522
26,0.016810808739910237,0.01,0.018785724343699701
27,0.016637498265229207,0.01,0.019985583605449324
28,0.01661369151764178,0.01,0.015034212873484186
29,0.016428496500186494,0.01,0.011855385820731262
30,0.016836674964712191,0.01,0.016166552524432283
31,0.016315208726449509,0.01,0.013044111592146013
32,0.016687891031534684,0.01,0.010503647762829858
33,0.017835685967150107,0.01,0.018151173572664315
34,0.015886927481116243,0.01,0.01237326185353574
35,0.01634156277047933,0.01,0.013258432667982371
36,0.015348334403740877,0.01,0.032216683374663997
37,0.015271856282660038,0.01,0.010319318635809111
38,0.016087906117513345,0.01,0.012058440364380448
39,0.016282369921016209,0.01,0.015744219695600126
40,0.016047421003008166,0.01,0.018079674835020751
41,0.015109855035653694,0.01,0.01813641014492753
42,0.0158552375832045,0.01,0.0251216646445366
43,0.016155390833326847,0.01,0.01397484846714604
44,0.014749116947971328,0.01,0.012017429359472556
45,0.015191508984634642,0.01,0.01250352149807735
46,0.016445278566912074,0.01,0.021480600961963133
47,0.014542851623987531,0.01,0.010616786780664859
48,0.014265523652809893,0.01,0.027151183133697233
