epoch,loss,lr,val_loss
0,0.080280920364341493,0.01,0.061803103503534351
1,0.04062538328291164,0.01,0.02914802648526969
2,0.022601326306660969,0.01,0.030933081351304795
3,0.020609683357179165,0.01,0.02666970302934869
4,0.017289836485843875,0.01,0.069769937439826929
5,0.018619685339094218,0.01,0.025423323788211844
6,0.016068148168887797,0.01,0.047545144863237264
7,0.015120450796633118,0.01,0.014681702085091905
8,0.01414552684031469,0.01,0.024776550925384135
9,0.012984221401271846,0.01,0.041188133596363717
10,0.01201905477476322,0.01,0.017968346517385735
11,0.012647849635226326,0.01,0.020267299818411723
12,0.01088739047616215,0.01,0.011384969416711122
13,0.010509925520857848,0.01,0.02479946910072181
14,0.010649619187296783,0.01,0.0074764273660836243
15,0.01048635131558456,0.01,0.032204347175919572
16,0.0095077660118918963,0.01,0.013105019990165355
17,0.0098862990915859483,0.01,0.014571995921643441
18,0.009822294999987392,0.01,0.025680027312814852
19,0.0092201301917475831,0.01,0.019417932646422737
20,0.0095763797792842841,0.01,0.012081012692786542
21,0.0087919797837776315,0.01,0.014015313524668668
22,0.0087604848510127956,0.01,0.0085320768898910718
23,0.0093146716718072609,0.01,0.026584017495651029
24,0.0080862553858613902,0.01,0.036703653701996734
25,0.0081061278535631918,0.01,0.0076673497711597692
26,0.0054067472380054538,0.002,0.006683385961210239
27,0.0051255441418096509,0.002,0.010096067120715722
28,0.00495179950675301,0.002,0.013059754561275075
29,0.0047254509405669689,0.002,0.010352455825402828
30,0.0045442521745749451,0.002,0.0079570418936700301
