epoch,loss,lr,val_loss
0,0.13806864017841675,0.01,0.050696158406750881
1,0.046096572234153241,0.01,0.043162181628157652
2,0.040381066497194314,0.01,0.038765024628600708
3,0.037821929436177015,0.01,0.036587607666013482
4,0.03641979682448683,0.01,0.035218621237140341
5,0.035518646532259252,0.01,0.03426651978644274
6,0.034846940385651289,0.01,0.033485811894317555
7,0.034297395659358069,0.01,0.032821989851072431
8,0.033802257314071819,0.01,0.032190981356553357
9,0.033330204071855898,0.01,0.031561873865045484
10,0.032876075865006293,0.01,0.030945335483273207
11,0.032398772473304957,0.01,0.03029863627516996
12,0.031929519950901555,0.01,0.029626253313558587
13,0.031450906997325563,0.01,0.0289649025584429
14,0.030976810429434655,0.01,0.028298247234611693
15,0.030524226552727868,0.01,0.027668151613798434
16,0.030075279601170856,0.01,0.027003430946872145
17,0.029643884836301461,0.01,0.026439621010637383
18,0.029236175727604303,0.01,0.025849841858686533
19,0.028850393945951076,0.01,0.025328818191695263
20,0.028486287690920091,0.01,0.024834507109471046
21,0.028140212519694181,0.01,0.024385538761172505
22,0.027811575609938067,0.01,0.023959699580130184
23,0.027505379726605144,0.01,0.0235933276836492
24,0.02719907115718697,0.01,0.023218380159035452
25,0.026918005379769256,0.01,0.022884272761106238
26,0.02663898670856478,0.01,0.022561842757198265
27,0.026371412697421798,0.01,0.022246493602771374
28,0.026115065811486062,0.01,0.021978734349200533
29,0.025863357614410127,0.01,0.021715391735088522
