epoch,loss,lr,val_loss
0,0.029294372576212934,0.01,0.02743709433345172
1,0.025591048962624478,0.01,0.026117464934191925
2,0.024155647467667948,0.01,0.024503843773400227
3,0.022572059597512267,0.01,0.02270100755535082
4,0.020922826383964362,0.01,0.021035462031675535
5,0.019346501270774752,0.01,0.01958208158812106
6,0.017956694022476544,0.01,0.018373041633689424
7,0.016795805433331368,0.01,0.017405368725453452
8,0.015930516208380124,0.01,0.016761199955912427
9,0.01539267564158439,0.01,0.016336499074700812
10,0.015043992129985898,0.01,0.016050457126384025
11,0.014814362402050056,0.01,0.015746838817010181
12,0.014562148026484485,0.01,0.015512926389724057
13,0.014373093130103964,0.01,0.015394695432304081
14,0.014244948296963593,0.01,0.015335171103358565
15,0.014148260639004146,0.01,0.015287165622083997
16,0.014066517727410565,0.01,0.015165898084161852
17,0.013989672307979291,0.01,0.01506905372168613
18,0.013906094830687049,0.01,0.015056048780220037
19,0.013841158920892039,0.01,0.015015881157219369
20,0.013786924370142827,0.01,0.014990644118885506
21,0.013740011462527067,0.01,0.014978044246904984
22,0.013696412670914716,0.01,0.014952563891555042
23,0.013651140020333847,0.01,0.014941045485313007
24,0.01361202006690432,0.01,0.014930658295122076
25,0.013572887753964853,0.01,0.014939228762260962
26,0.013528698083520927,0.01,0.014970291219426862
27,0.013477627545207451,0.01,0.014994341469881456
