epoch,loss,lr,val_loss
0,0.070168574687820923,0.01,0.046756057928387933
1,0.034500637306616858,0.01,0.064304632526001285
2,0.032439400133340672,0.01,0.033237195372603529
3,0.030891527790995039,0.01,0.032341736498338408
4,0.029815399523317462,0.01,0.062120691250414535
5,0.028520972181398135,0.01,0.04243862375991761
6,0.027536750258602333,0.01,0.091214630510327382
7,0.0249108239655664,0.01,0.027393515183199088
8,0.021702984711651267,0.01,0.052220838993082386
9,0.02262148861745758,0.01,0.040691288529768499
10,0.020772932020164805,0.01,0.042501856567415258
11,0.020813938461729055,0.01,0.048968356212920693
12,0.019624733195237859,0.01,0.027429553487244442
13,0.018567333262435783,0.01,0.019759585171629339
14,0.018779500619061952,0.01,0.058700561391178671
15,0.017499101717443861,0.01,0.029692837009592171
16,0.017129472412786187,0.01,0.02649185206939483
17,0.016914034317407383,0.01,0.025555443944486642
18,0.016538172563504889,0.01,0.038451320618479209
19,0.016787695582713601,0.01,0.051968001005564923
20,0.016332414794779388,0.01,0.033823648908522706
21,0.01623362429528194,0.01,0.037447059234967953
22,0.016810849871067606,0.01,0.055107427331117481
23,0.015372133951568039,0.01,0.021152412483038809
24,0.016265016115276067,0.01,0.019782281596456053
25,0.012697233526399855,0.002,0.024245976497964745
26,0.01239034698273127,0.002,0.033186309304110401
27,0.012384696006664687,0.002,0.026875443293674459
28,0.011987621391732135,0.002,0.022226669213916424
29,0.01219718525263332,0.002,0.021445578647523941
