epoch,loss,lr,val_loss
0,0.05836368256319336,0.01,0.031618257913716703
1,0.025068125589505622,0.01,0.036127870194396082
2,0.023286357287818579,0.01,0.030505848288732141
3,0.022012680975927248,0.01,0.036109079579599419
4,0.020975195895335828,0.01,0.037992975767157232
5,0.020536736906533352,0.01,0.039788280891483292
6,0.016982119377942112,0.01,0.030127788605222926
7,0.013838246475621971,0.01,0.022255390163576395
8,0.012164063806160849,0.01,0.042385374593455892
9,0.011595489555283597,0.01,0.018436799980482164
10,0.010807628438355978,0.01,0.024521146394443093
11,0.010444030756599198,0.01,0.024287070512597323
12,0.0096620379304458871,0.01,0.039337621860162555
13,0.0095847772859167634,0.01,0.018125742619410593
14,0.0098617010619164551,0.01,0.019064514304113666
15,0.0096078419660310648,0.01,0.01541739106396137
16,0.0087809269153104538,0.01,0.01783493637210793
17,0.0092908714718201706,0.01,0.03199996844979755
18,0.0091588617198997066,0.01,0.018904969161539747
19,0.008771842334702698,0.01,0.029635658150005063
20,0.0085728938762120333,0.01,0.015651738924676913
21,0.0090831084672514106,0.01,0.021035256321754372
22,0.0082932852470038228,0.01,0.026720141741441706
23,0.0085671393048257858,0.01,0.029803259940872417
24,0.0086266849426912106,0.01,0.023801124235342818
25,0.0081722832649771936,0.01,0.026076803277981907
26,0.008499224302604011,0.01,0.016845285729096646
27,0.0073130757150332831,0.002,0.019687062183841628
28,0.0072483057591911648,0.002,0.019289338754283056
29,0.0071802691104467849,0.002,0.019683741436105722
30,0.007181618482484455,0.002,0.024088656943705346
31,0.0071363973823425015,0.002,0.020252738158866676
