epoch,loss,lr,val_loss
0,0.057009727909824268,0.01,0.042123708531976084
1,0.025068188475518578,0.01,0.10425778794086586
2,0.021046968237470605,0.01,0.041788196622651846
3,0.01716232753890214,0.01,0.031303744605284629
4,0.016866005509881314,0.01,0.042553765257283792
5,0.015189435217255926,0.01,0.016895108009125553
6,0.013481376198052014,0.01,0.03030277876772702
7,0.013400322747137924,0.01,0.029591815535631557
8,0.012726108164731728,0.01,0.026065251811033925
9,0.012072687468749319,0.01,0.034184608461156403
10,0.011764966582847853,0.01,0.022665531679693252
11,0.011392334428757934,0.01,0.060539183201594543
12,0.011520345579559183,0.01,0.028458010331638115
13,0.010699250813610431,0.01,0.01485250132042641
14,0.0099137469936730494,0.01,0.034940187393103617
15,0.0093168148844592312,0.01,0.013482998754029389
16,0.009661954898639755,0.01,0.022656019342968525
17,0.010080602417284317,0.01,0.024860061052660483
18,0.0093003402090510411,0.01,0.026198423388650863
19,0.0090016264489478307,0.01,0.037649142961044095
20,0.0090705901489587827,0.01,0.044351346832884234
21,0.0087813709804651433,0.01,0.020797355579328065
22,0.0083556164550663385,0.01,0.016089140069223729
23,0.0086747780442237854,0.01,0.027643305360008093
24,0.0083047102631653765,0.01,0.031307060766102228
25,0.0085631525367603628,0.01,0.035349308897209705
26,0.0082516814253193009,0.01,0.014634511712412377
27,0.0070795577208874593,0.002,0.020184869178186703
28,0.0067613175938610976,0.002,0.01941718909321195
29,0.0067638597098615885,0.002,0.019710755186144915
30,0.0067338064407645648,0.002,0.021990453235089441
31,0.0066194192829968062,0.002,0.020933198442651055
