epoch,loss,lr,val_loss
0,0.025824735480732417,0.01,0.029499834727160154
1,0.02168624625439344,0.01,0.036457001849411398
2,0.016333942667555161,0.01,0.040575961135687552
3,0.012453240748392937,0.01,0.044758003649237876
4,0.0094414311401194249,0.01,0.044073817141298127
5,0.007179270465228739,0.01,0.036898822528649872
6,0.0057733470517562406,0.01,0.034563215533890981
7,0.0057067651558435593,0.01,0.035171674407594895
8,0.006052912296097758,0.01,0.035724744492494243
9,0.0064869553438795515,0.01,0.036224916556104617
10,0.0065714017097846219,0.01,0.036513787556625502
11,0.0070360002636034123,0.01,0.035884091927611987
12,0.01662810102066169,0.002,0.029324807938639987
13,0.011943908017068749,0.002,0.026654574721292172
14,0.010536854507855256,0.002,0.025650752191941451
15,0.010045249349849355,0.002,0.025454464150180985
16,0.009856456679106158,0.002,0.025463333599721062
17,0.0097370866394817599,0.002,0.025492360443176598
18,0.0096210081216703321,0.002,0.025522322312762857
19,0.0095032744006955262,0.002,0.025536893315357457
20,0.0093758030642921205,0.002,0.025528614363551156
21,0.0092493890257064615,0.002,0.025497545328669755
22,0.0091100552786579324,0.002,0.025473108320160223
23,0.0089751167148911255,0.002,0.02545330271348677
24,0.0088397724296130215,0.002,0.025457137217095659
25,0.0087145477021962417,0.002,0.025494168547622643
26,0.0086002852219354779,0.002,0.025514046692658145
27,0.015542423375332608,0.0004,0.022449941975049587
28,0.013846350646284988,0.0004,0.020718358170297078
29,0.012858562843970026,0.0004,0.019753266457176483
30,0.012288642434908932,0.0004,0.019204277171485543
31,0.011964062672850872,0.0004,0.018902334133677721
32,0.011781730584809236,0.0004,0.018726701384795982
33,0.011677598692136996,0.0004,0.01862131104986443
34,0.011615895403623022,0.0004,0.018556201607668413
35,0.011578299181861602,0.0004,0.018512282940726967
36,0.011554209736166842,0.0004,0.018479865072085221
