epoch,loss,lr,val_loss
0,0.043050647886880372,0.01,0.023457679660769844
1,0.025962346401802228,0.01,0.040445622006736404
2,0.019425871113767732,0.01,0.017542546983324202
3,0.016826490003426196,0.01,0.021495633227171872
4,0.016687365674997789,0.01,0.019442731935509855
5,0.015969659079466077,0.01,0.014223095692567906
6,0.01466358732432127,0.01,0.020999557138710035
7,0.014199625619155708,0.01,0.02402575111600681
8,0.013131418041779665,0.01,0.013343080288946292
9,0.013013722288217081,0.01,0.015181166703923273
10,0.013505975189645076,0.01,0.013645194160441557
11,0.012916351259438753,0.01,0.021580362487268651
12,0.012243386978904406,0.01,0.010463183866761162
13,0.012222724861470656,0.01,0.015031401162682954
14,0.012098561125244461,0.01,0.018139935414291035
15,0.011887184338970373,0.01,0.016513054958928776
16,0.010542211627934948,0.01,0.041962999157939045
17,0.011845446707375641,0.01,0.014928579546174424
18,0.010129390494887439,0.01,0.012191711740810319
19,0.011494334510890609,0.01,0.050425366261752987
20,0.011094698761353048,0.01,0.015559582165994887
21,0.011113096686280043,0.01,0.03595985304090684
22,0.011598666172243107,0.01,0.013104453340888359
23,0.010655125634650053,0.01,0.029462320458454389
24,0.0098614489007215044,0.002,0.01568117793544201
25,0.0092609979022862544,0.002,0.020404550075888803
26,0.0091994303873198183,0.002,0.015071842161738604
27,0.0091327280332308032,0.002,0.01477542314362728
28,0.0090746868080801551,0.002,0.017000726897711472
