epoch,loss,lr,val_loss
0,0.039631674623927152,0.01,0.043426539669981445
1,0.031109010137743868,0.01,0.042339430010409254
2,0.02906483280246204,0.01,0.044382957604813714
3,0.029309219265051482,0.01,0.059654878189334765
4,0.029098738468972978,0.01,0.041913114766995448
5,0.028464778738180544,0.01,0.047125766443162312
6,0.028717519305015014,0.01,0.048191609324119186
7,0.029260260502855153,0.01,0.040996197287498391
8,0.028889079670300761,0.01,0.049623221211598414
9,0.028169077315951807,0.01,0.053295161311993494
10,0.027737399089639469,0.01,0.056116703655675983
11,0.028378392764403994,0.01,0.042288506482491051
12,0.027855587841700866,0.01,0.05323292703320414
13,0.028109515348901857,0.01,0.045614112184335621
14,0.027766915159247351,0.01,0.053263042458875032
15,0.027959278148025443,0.01,0.042194997581342854
16,0.02743138069823637,0.01,0.057397081311476431
17,0.028114609136167219,0.01,0.041389053963693016
18,0.02782485871917784,0.01,0.055454811428563067
19,0.027620483031969959,0.002,0.046955524927983848
20,0.027285004739707474,0.002,0.04439676520914513
21,0.027238818669512783,0.002,0.046084068357776113
22,0.027202019331145421,0.002,0.048536889433944963
23,0.027273542016197395,0.002,0.046433115125460139
