epoch,loss,lr,val_loss
0,0.081527969910431722,0.01,0.036496401874948355
1,0.040881162825024735,0.01,0.026932212403096723
2,0.035913753770502273,0.01,0.02382577231711587
3,0.022282335338956218,0.01,0.0094792572360506838
4,0.0097254392122691977,0.01,0.0068332882582257358
5,0.0075753027268048731,0.01,0.0294720837445193
6,0.0068026323418664391,0.01,0.008951378859958406
7,0.0063748707295011326,0.01,0.0073689188410943681
8,0.0060228196046404579,0.01,0.010543372249230742
9,0.0059729744456603201,0.01,0.0086587792312421193
10,0.0052589570766704234,0.01,0.040482824594624302
11,0.0058748550649921774,0.01,0.0092622536099068609
12,0.0049288477768363844,0.01,0.009796282579059486
13,0.0051006613934602022,0.01,0.0072600248389440656
14,0.0048777190521148974,0.01,0.0076092164956906676
15,0.0046651358216327462,0.01,0.0065017168667946155
16,0.0046515302643137801,0.01,0.022635349475036738
17,0.0045387721646808635,0.01,0.018876601361780095
18,0.0046927786753170912,0.01,0.018622608376551147
19,0.0041647507101402609,0.01,0.006820414651390481
20,0.0042156927671683376,0.01,0.0033151090058292877
21,0.0042940731552340052,0.01,0.0044402475468814373
22,0.0042133723112023147,0.01,0.0083311463372076795
23,0.0042823985361067924,0.01,0.0042311418880471739
24,0.0039325873722653769,0.01,0.0099807723384550476
25,0.0039799688778565092,0.01,0.0037230208179371504
26,0.0038513219967947505,0.01,0.0060817263467963468
27,0.0039056290104185457,0.01,0.0086651377782415023
28,0.003789733848034662,0.01,0.013318415900881765
29,0.0040597125840515407,0.01,0.013559889581743733
30,0.0037978189118669532,0.01,0.017185872028671247
31,0.0038401535357017133,0.01,0.0039365726666482914
32,0.0030587868749211398,0.002,0.0095142963405509123
33,0.0028908655493346566,0.002,0.0056840393904038829
34,0.0028055487253234885,0.002,0.0087191463246846859
35,0.0027844366909525655,0.002,0.0037388017954894126
36,0.0028159839579951292,0.002,0.004338684329029046
