epoch,loss,lr,val_loss
0,0.025516810286100634,0.01,0.037017886785444577
1,0.020942061687714737,0.01,0.036313507150206113
2,0.019701925281843953,0.01,0.03549669727547166
3,0.017279096886434676,0.01,0.040526867606961905
4,0.011301771881280651,0.01,0.053224440072733074
5,0.012844763153088738,0.01,0.052757192381343888
6,0.0093662007009838368,0.01,0.051884114759516514
7,0.01038605921345667,0.01,0.067025388242494988
8,0.017418885927561415,0.01,0.062796787867200651
9,0.011084065771593748,0.01,0.063437504595437372
10,0.011335643581559385,0.01,0.057831319959463487
11,0.014506693263917906,0.01,0.035984761442373558
12,0.016221081958299247,0.01,0.03634637473510826
13,0.014225984816994046,0.01,0.032541469046286436
14,0.012941363967716286,0.01,0.04819418305810691
15,0.013584642697654289,0.01,0.031361525105872062
16,0.013775304780874298,0.01,0.058563995926891745
17,0.011674052869047682,0.01,0.051890661286953597
18,0.014522372988675213,0.01,0.031586904445954883
19,0.01768795091258122,0.01,0.029275207676626981
20,0.018089261176534269,0.01,0.032600708666385966
21,0.013541032917909484,0.01,0.047671238811089069
22,0.019369333266613348,0.01,0.030535180225085005
23,0.013022472326995509,0.01,0.046236087643424482
24,0.010345591472006151,0.01,0.039305191783733116
25,0.0083357965303365086,0.01,0.039593616799404444
26,0.011652383324540272,0.01,0.033124993390367716
27,0.015955129863275616,0.01,0.028631280132373513
28,0.013560451990240273,0.01,0.027830218113589104
29,0.0089032497708415887,0.01,0.045379233197933626
30,0.011623288926722425,0.01,0.031517918173187762
31,0.016012644268137147,0.01,0.030058482309974242
32,0.01300036287090847,0.01,0.033858538637249511
33,0.015579059086874918,0.01,0.046020870462715496
34,0.012587900739787706,0.01,0.06280604572522018
35,0.01170607236520759,0.01,0.035212722636935152
36,0.013901136324655009,0.01,0.035009383761060178
37,0.011204693795685445,0.01,0.052846061939407586
38,0.0076030250285230496,0.01,0.049980034344717698
39,0.0073942993487763047,0.01,0.048344029796403704
40,0.016728268756657089,0.002,0.029948389173641225
41,0.010765959795508455,0.002,0.026867470579234835
42,0.00973137826901109,0.002,0.026576328399349324
43,0.0092235126993778782,0.002,0.026467225468885393
44,0.0088717293845141879,0.002,0.026372036895022204
45,0.0086381935105806964,0.002,0.026231646145316232
46,0.0085044480116274451,0.002,0.026010981617773217
47,0.0084184624411839225,0.002,0.025760644055176488
48,0.0083458688944006588,0.002,0.02552189628102481
49,0.0082645550209833035,0.002,0.025267710592602719
50,0.008196305606989869,0.002,0.024891495196395573
51,0.0081099125785481334,0.002,0.024462912849983993
52,0.008026115467637986,0.002,0.024012807431773687
53,0.0079544171899039486,0.002,0.023551326527738895
54,0.0078847077128061695,0.002,0.023100559170010138
55,0.007819993200720899,0.002,0.022650807567441419
56,0.0077639378836106649,0.002,0.022204084066916936
57,0.007714505682603452,0.002,0.021778157574315494
58,0.0076741851397086527,0.002,0.021357184716164587
59,0.0076557606717975318,0.002,0.02094648271332427
60,0.0076402521701209852,0.002,0.020548124721447653
61,0.0076306856373752679,0.002,0.020167706423222242
62,0.0076036913045122419,0.002,0.019805628720290215
63,0.0075655757472550596,0.002,0.019444272964103587
64,0.0074749549051652793,0.002,0.019108675318858046
65,0.0073375321267414514,0.002,0.018781601951473548
66,0.0071186329138938883,0.002,0.018449917221551784
67,0.0068466202830576011,0.002,0.01808480401658313
68,0.0065564333055020494,0.002,0.017753547112594355
69,0.0062106023921057697,0.002,0.017526483937174625
70,0.0058528034796172853,0.002,0.017266830145641201
71,0.0056009670528893007,0.002,0.017030401441394533
72,0.0054110047342995175,0.002,0.016864850308971936
73,0.0052356812633302203,0.002,0.016611573993715021
74,0.005056049987896597,0.002,0.016509694727527401
75,0.0048962747274704137,0.002,0.016480052059635226
76,0.0047186662611859356,0.002,0.016381888855708356
77,0.0045619298168857753,0.002,0.016289577071326125
78,0.0044232964695055561,0.002,0.016094210770359871
79,0.0043115202841386919,0.002,0.015973038703493991
80,0.0042066950977544095,0.002,0.015825830829802445
81,0.0041152811866521418,0.002,0.01566860760008025
82,0.0040752877238458378,0.002,0.01527035092912982
83,0.0040137710643316669,0.002,0.014827170521930227
84,0.0039904073912244639,0.002,0.014503038645838887
85,0.0039415691594259471,0.002,0.014456795037013595
86,0.00392323325534527,0.002,0.014390657232078032
87,0.0039008838462327557,0.002,0.014303627891227196
88,0.003865273404055047,0.002,0.014321563477491032
89,0.0038602655344290955,0.002,0.014118507391920058
90,0.0038284566959160353,0.002,0.014002371747661262
91,0.0038023114787982255,0.002,0.013950809316640687
92,0.0038047872075027598,0.002,0.013792948297958406
93,0.0037926259817722425,0.002,0.013645308862426299
94,0.0037847769961546498,0.002,0.013482746136109464
95,0.0037783356377197423,0.002,0.013337581572217802
96,0.0037763031975759889,0.002,0.013223241221848196
97,0.0037627605447303823,0.002,0.013260228085594428
98,0.0037519924363617028,0.002,0.01327160683235947
99,0.0037135324961018183,0.002,0.013206610564842456
