  0.00000	 50.81332	 74.81000
  0.60000	 49.11623	 73.03000
  1.20000	 50.20622	 72.71000
  1.80000	 49.38371	 71.22000
  2.40000	 49.59371	 70.18000
  3.00000	 52.46533	 72.16000
  3.60000	 50.77019	 71.84000
  4.20000	 50.28115	 71.47000
  4.80000	 50.32721	 71.13000
  5.40000	 50.04201	 70.44000
  6.00000	 50.50947	 70.31000
  6.60000	 49.37555	 68.87000
  7.20000	 55.01710	 73.73000
  7.80000	 52.62164	 74.96000
  8.40000	 50.74674	 74.92000
  9.00000	 48.48767	 72.61000
  9.60000	 53.15300	 75.57000
 10.20000	 47.42107	 71.41000
 10.80000	 47.22181	 68.33000
 11.40000	 54.06976	 72.32000
 12.00000	 52.45604	 73.38000
 12.60000	 51.34634	 73.96000
 13.20000	 52.15769	 75.50000
 13.80000	 46.42661	 70.64000
 14.40000	 52.15545	 72.98000
 15.00000	 52.60610	 74.46000
 15.60000	 54.78943	 78.56000
 16.20000	 45.09341	 71.88000
 16.80000	 51.89620	 74.32000
 17.40000	 52.86914	 76.02000
 18.00000	 53.37955	 78.51000
 18.60000	 49.23420	 76.52000
 19.20000	 49.23112	 75.26000
 19.80000	 49.86785	 74.42000
 20.40000	 46.73937	 70.11000
 21.00000	 52.14016	 72.22000
 21.60000	 52.28528	 73.38000
 22.20000	 50.90958	 73.38000
 22.80000	 49.24859	 71.85000
 23.40000	 51.06655	 72.47000
 24.00000	 51.51487	 73.15000
 24.60000	 48.48642	 70.61000
 25.20000	 51.32923	 71.69000
 25.80000	 51.63379	 72.42000
 26.40000	 50.72008	 72.29000
 27.00000	 50.67164	 72.29000
 27.60000	 50.84268	 72.42000
 28.20000	 49.42619	 70.99000
 28.80000	 50.83963	 71.34000
 29.40000	 51.82376	 72.42000
 30.00000	 53.33401	 75.04000
 30.60000	 50.07742	 73.95000
 31.20000	 51.25431	 74.77000
 31.80000	 50.80838	 74.69000
 32.40000	 48.37332	 72.13000
 33.00000	 50.03459	 71.76000
 33.60000	 51.73540	 72.79000
 34.20000	 51.58053	 73.47000
 34.80000	 48.36177	 70.83000
 35.40000	 50.38569	 70.92000
 36.00000	 51.52709	 71.69000
 36.60000	 46.64183	 67.14000
 37.20000	 54.50069	 71.98000
 37.80000	 54.40144	 75.05000
 38.40000	 52.60086	 76.67000
 39.00000	 50.12804	 75.92000
 39.60000	 50.10085	 75.42000
 40.20000	 50.89181	 75.60000
 40.80000	 46.69025	 71.12000
 41.40000	 54.39524	 75.72000
 42.00000	 53.92945	 78.23000
 42.60000	 49.96960	 77.03000
 43.20000	 49.94771	 76.46000
 43.80000	 50.03509	 75.72000
 44.40000	 49.97312	 74.89000
 45.00000	 47.88955	 71.85000
 45.60000	 52.15990	 73.78000
 46.20000	 52.34121	 75.05000
 46.80000	 50.15771	 74.21000
 47.40000	 50.04170	 73.64000
 48.00000	 50.62972	 73.58000
 48.60000	 47.02109	 69.53000
 49.20000	 53.31732	 72.93000
 49.80000	 53.31251	 75.02000
 50.40000	 51.92125	 76.00000
 51.00000	 49.32193	 74.42000
 51.60000	 50.47270	 74.42000
 52.20000	 51.24630	 74.88000
 52.80000	 47.74265	 71.51000
 53.40000	 53.32182	 74.81000
 54.00000	 53.22985	 76.83000
 54.60000	 50.21477	 75.96000
 55.20000	 50.31379	 75.71000
 55.80000	 50.49174	 75.43000
 56.40000	 52.38265	 77.15000
 57.00000	 48.76127	 74.66000
 57.60000	 50.04513	 74.30000
 58.20000	 53.05005	 76.73000
 58.80000	 53.64258	 79.35000
 59.40000	 50.75348	 78.94000
 60.00000	 50.06395	 78.31000
 60.60000	 50.02525	 77.56000
 61.20000	 47.74028	 74.31000
 61.80000	 52.52992	 76.62000
 62.40000	 52.36999	 77.80000
 63.00000	 50.36253	 77.15000
 63.60000	 49.43936	 75.85000
 64.20000	 49.55167	 74.70000
 64.80000	 49.52593	 73.45000
 65.40000	 46.04703	 68.49000
 66.00000	 53.90174	 72.61000
 66.60000	 54.15074	 75.44000
 67.20000	 52.31620	 76.74000
 67.80000	 52.04257	 78.07000
 68.40000	 48.84747	 75.86000
 69.00000	 49.26160	 74.61000
 69.60000	 49.91204	 73.79000
 70.20000	 55.75117	 79.17000
 70.80000	 49.06354	 76.39000
 71.40000	 47.93901	 73.92000
 72.00000	 52.67961	 76.33000
 72.60000	 47.80832	 72.60000
 73.20000	 48.20797	 70.46000
 73.80000	 51.46491	 71.48000
 74.40000	 53.26837	 73.91000
 75.00000	 49.63935	 72.34000
 75.60000	 49.19722	 71.04000
 76.20000	 54.04488	 74.80000
 76.80000	 43.87829	 66.75000
 77.40000	 53.46473	 71.09000
 78.00000	 54.34693	 74.10000
 78.60000	 53.70889	 76.85000
 79.20000	 49.68928	 75.44000
 79.80000	 49.72399	 74.69000
 80.40000	 50.25168	 74.23000
 81.00000	 49.71625	 73.10000
 81.60000	 50.25519	 72.69000
 82.20000	 51.37367	 73.37000
 82.80000	 53.57267	 76.26000
 83.40000	 51.68228	 76.80000
 84.00000	 50.31581	 76.32000
 84.60000	 50.13562	 75.75000
 85.20000	 50.53257	 75.54000
 85.80000	 48.14102	 72.68000
 86.40000	 51.29911	 73.67000
 87.00000	 51.53326	 74.23000
